"pclass","age","sex","survived"
"2005","crew","adult","male",0
"2006","crew","adult","male",0
"2007","crew","adult","male",0
"2008","crew","adult","male",0
"2009","crew","adult","male",0
"2010","crew","adult","male",0
"2011","crew","adult","male",0
"2012","crew","adult","male",0
"2013","crew","adult","male",0
"2014","crew","adult","male",0
"2015","crew","adult","male",0
"2016","crew","adult","male",0
"2017","crew","adult","male",0
"2018","crew","adult","male",0
"2019","crew","adult","male",0
"2020","crew","adult","male",0
"2021","crew","adult","male",0
"2022","crew","adult","male",0
"2023","crew","adult","male",0
"2024","crew","adult","male",0
"2025","crew","adult","male",0
"2026","crew","adult","male",0
"2027","crew","adult","male",0
"2028","crew","adult","male",0
"2029","crew","adult","male",0
"2030","crew","adult","male",0
"2031","crew","adult","male",0
"2032","crew","adult","male",0
"2033","crew","adult","male",0
"2034","crew","adult","male",0
"2035","crew","adult","male",0
"2036","crew","adult","male",0
"2037","crew","adult","male",0
"2038","crew","adult","male",0
"2039","crew","adult","male",0
"2040","crew","adult","male",0
"2041","crew","adult","male",0
"2042","crew","adult","male",0
"2043","crew","adult","male",0
"2044","crew","adult","male",0
"2045","crew","adult","male",0
"2046","crew","adult","male",0
"2047","crew","adult","male",0
"2048","crew","adult","male",0
"2049","crew","adult","male",0
"2050","crew","adult","male",0
"2051","crew","adult","male",0
"2052","crew","adult","male",0
"2053","crew","adult","male",0
"2054","crew","adult","male",0
"2055","crew","adult","male",0
"2056","crew","adult","male",0
"2057","crew","adult","male",0
"2058","crew","adult","male",0
"2059","crew","adult","male",0
"2060","crew","adult","male",0
"2061","crew","adult","male",0
"2062","crew","adult","male",0
"2063","crew","adult","male",0
"2064","crew","adult","male",0
"2065","crew","adult","male",0
"2066","crew","adult","male",0
"2067","crew","adult","male",0
"2068","crew","adult","male",0
"2069","crew","adult","male",0
"2070","crew","adult","male",0
"2071","crew","adult","male",0
"2072","crew","adult","male",0
"2073","crew","adult","male",0
"2074","crew","adult","male",0
"2075","crew","adult","male",0
"2076","crew","adult","male",0
"2077","crew","adult","male",0
"2078","crew","adult","male",0
"2079","crew","adult","male",0
"2080","crew","adult","male",0
"2081","crew","adult","male",0
"2082","crew","adult","male",0
"2083","crew","adult","male",0
"2084","crew","adult","male",0
"2085","crew","adult","male",0
"2086","crew","adult","male",0
"2087","crew","adult","male",0
"2088","crew","adult","male",0
"2089","crew","adult","male",0
"2090","crew","adult","male",0
"2091","crew","adult","male",0
"2092","crew","adult","male",0
"2093","crew","adult","male",0
"2094","crew","adult","male",0
"2095","crew","adult","male",0
"2096","crew","adult","male",0
"2097","crew","adult","male",0
"2098","crew","adult","male",0
"2099","crew","adult","male",0
"2100","crew","adult","male",0
"2101","crew","adult","male",0
"2102","crew","adult","male",0
"2103","crew","adult","male",0
"2104","crew","adult","male",0
"2105","crew","adult","male",0
"2106","crew","adult","male",0
"2107","crew","adult","male",0
"2108","crew","adult","male",0
"2109","crew","adult","male",0
"2110","crew","adult","male",0
"2111","crew","adult","male",0
"2112","crew","adult","male",0
"2113","crew","adult","male",0
"2114","crew","adult","male",0
"2115","crew","adult","male",0
"2116","crew","adult","male",0
"2117","crew","adult","male",0
"2118","crew","adult","male",0
"2119","crew","adult","male",0
"2120","crew","adult","male",0
"2121","crew","adult","male",0
"2122","crew","adult","male",0
"2123","crew","adult","male",0
"2124","crew","adult","male",0
"2125","crew","adult","male",0
"2126","crew","adult","male",0
"2127","crew","adult","male",0
"2128","crew","adult","male",0
"2129","crew","adult","male",0
"2130","crew","adult","male",0
"2131","crew","adult","male",0
"2132","crew","adult","male",0
"2133","crew","adult","male",0
"2134","crew","adult","male",0
"2135","crew","adult","male",0
"2136","crew","adult","male",0
"2137","crew","adult","male",0
"2138","crew","adult","male",0
"2139","crew","adult","male",0
"2140","crew","adult","male",0
"2141","crew","adult","male",0
"2142","crew","adult","male",0
"2143","crew","adult","male",0
"2144","crew","adult","male",0
"2145","crew","adult","male",0
"2146","crew","adult","male",0
"2147","crew","adult","male",0
"2148","crew","adult","male",0
"2149","crew","adult","male",0
"2150","crew","adult","male",0
"2151","crew","adult","male",0
"2152","crew","adult","male",0
"2153","crew","adult","male",0
"2154","crew","adult","male",0
"2155","crew","adult","male",0
"2156","crew","adult","male",0
"2157","crew","adult","male",0
"2158","crew","adult","male",0
"2159","crew","adult","male",0
"2160","crew","adult","male",0
"2161","crew","adult","male",0
"2162","crew","adult","male",0
"2163","crew","adult","male",0
"2164","crew","adult","male",0
"2165","crew","adult","male",0
"2166","crew","adult","male",0
"2167","crew","adult","male",0
"2168","crew","adult","male",0
"2169","crew","adult","male",0
"2170","crew","adult","male",0
"2171","crew","adult","male",0
"2172","crew","adult","male",0
"2173","crew","adult","male",0
"2174","crew","adult","male",0
"2175","crew","adult","male",0
"2176","crew","adult","male",0
"2177","crew","adult","male",0
"2178","crew","adult","male",0
"2179","crew","adult","female",1
"2180","crew","adult","female",1
"2181","crew","adult","female",1
"2182","crew","adult","female",1
"2183","crew","adult","female",1
"2184","crew","adult","female",1
"2185","crew","adult","female",1
"2186","crew","adult","female",1
"2187","crew","adult","female",1
"2188","crew","adult","female",1
"2189","crew","adult","female",1
"2190","crew","adult","female",1
"2191","crew","adult","female",1
"2192","crew","adult","female",1
"2193","crew","adult","female",1
"2194","crew","adult","female",1
"2195","crew","adult","female",1
"2196","crew","adult","female",1
"2197","crew","adult","female",1
"2198","crew","adult","female",1
"2199","crew","adult","female",0
"2200","crew","adult","female",0
"2201","crew","adult","female",0
